Symbol,longName,industryKey,marketCap,priceToSalesTrailing12Months,currentRatio,quickRatio,revenueGrowth,grossMargins,trailingPE,forwardPE,PS_adj,pegRatio,dividendYield,earningsGrowth,profitMargins,shortPercentOfFloat,PS_ratio,company,SP500,view_x,share_x,margin exp.,earnings,rating,rating_sortable,ask_grok,stock_analysis_link,PS_adj_prior_run,change_in_PS_adj
AAT,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24AAT&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24AAT%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24AAT%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/AAT/revenue,1.69,-1.69
AAUC,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24AAUC&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24AAUC%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24AAUC%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/AAUC/revenue,1.03,-1.03
AB,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24AB&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24AB%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24AB%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/AB/revenue,0.0,0.0
ABAT,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABAT&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABAT%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABAT%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABAT/revenue,-205.52,205.52
ABBV,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,Yes,https://x.com/search?q=%24ABBV&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABBV%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABBV%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABBV/revenue,1.73,-1.73
ABCB,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABCB&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABCB%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABCB%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABCB/revenue,4.63,-4.63
ABCL,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABCL&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABCL%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABCL%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABCL/revenue,2.79,-2.79
ABEO,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABEO&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABEO%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABEO%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABEO/revenue,0.0,0.0
ABEV,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABEV&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABEV%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABEV%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABEV/revenue,0.55,-0.55
ABG,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABG&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABG%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABG%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABG/revenue,0.21,-0.21
ABM,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABM&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABM%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABM%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABM/revenue,0.23,-0.23
ABNB,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,Yes,https://x.com/search?q=%24ABNB&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABNB%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABNB%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABNB/revenue,0.97,-0.97
ABR,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABR&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABR%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABR%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABR/revenue,2.24,-2.24
ABSI,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABSI&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABSI%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABSI%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABSI/revenue,1964.23,-1964.23
ABT,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,Yes,https://x.com/search?q=%24ABT&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABT%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABT%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABT/revenue,1.43,-1.43
ABTC,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABTC&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABTC%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABTC%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABTC/revenue,-7.17,7.17
ABUS,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,No,https://x.com/search?q=%24ABUS&src=typed_query&f=top,https://x.com/intent/post?text=Check%20out%20%24ABUS%20unknown%20%28Rating%3A%20%29%20%40%20https%3A//algo10.com/,,,,0,https://www.google.com/search?q=For%20%24ABUS%20%28unknown%29%20I%20want%20it%20to%20format%20the%20output%20with%206%20basic%20checks.%201%29%20Verify%20PS_adj%20%280%29%20is%20correct%20by%20checking%20Revenue%20Growth%20%280%25%29%2C%20Gross%20Margin%20%25%20%280%25%29%2C%20and%20Price%20to%20Sales%20%280%29.%20Note%20that%20PS_adj%20%3D%20PS%20%2A%20%281%20-%20GM%25%29%20%2A%20%281%20-%20YoYRev%25growth%29.%202%29%20Check%20sequential%20Quarter%20over%20Quarter%20growth%20to%20see%20if%20there%20is%20any%20slippage%20occurring%20in%20the%20near%20term.%203%29%20Check%20the%20Rule%20of%2040%3A%20Revenue%20Growth%20%2B%20Operating%20Margin%20should%20be%20above%2040.%204%29%20Check%20P/FCF%20%28Price%20to%20Free%20Cash%20Flow%29%20and%20compare%20to%20others%20in%20its%20peer%20group%20in%20the%20unknown%20industry.%205%29%20Check%20Insider%20Sales%20or%20Purchases%3A%20are%20insiders%20buying%20or%20selling%3F%206%29%20Check%20EV/Sales%20ratio%20and%20compare%20to%20Price%20to%20Sales%20ratio%20%280%29%20to%20see%20if%20massively%20different%2C%20which%20could%20indicate%20high%20debt.,https://stockanalysis.com/stocks/ABUS/revenue,-53.96,53.96
